11531, 0, 0, 0, 0, 0, 0, 0, 0.516429, -0.699634, 5.98802e-07, -0.183571, 0.0003006
11541, 0, 0, 0, 0, 0, 0, 0, 0.53794, -0.699151, 8.96118e-07, -0.161694, 0.000300899
11550, 0, 0, 0, 0, 0, 0, 0, 0.478278, -0.698273, 1.19137e-06, -0.220872, 0.000301196
11560, 0, 0, 0, 0, 0, 0, 0, 0.516429, -0.697374, 1.48399e-06, -0.181844, 0.000301491
11571, 0, 0, 0, 0, 0, 0, 0, 0.516429, -0.696304, 1.77344e-06, -0.180945, 0.000301784
11581, 0, 0, 0, 0, 0, 0, 0, 0.516429, -0.69507, 2.05921e-06, -0.179875, 0.000302073
11590, 0, 0, 0, 0, 0, 0, 0, 0.516429, -0.693676, 2.3408e-06, -0.178641, 0.000302359
11600, 0, 0, 0, 0, 0, 0, 0, 0.516429, -0.692129, 2.61776e-06, -0.177247, 0.000302641
11611, 0, 0, 0, 0, 0, 0, 0, 0.516429, -0.690437, 2.88966e-06, -0.1757, 0.000302918
11621, 0, 0, 0, 0, 0, 0, 0, 0.516429, -0.688606, 3.1561e-06, -0.174008, 0.00030319
11631, 0, 0, 0, 0, 0, 0, 0, 0.516429, -0.686645, 3.41674e-06, -0.172177, 0.000303456
11640, 0, 0, 0, 0, 0, 0, 0, 0.516429, -0.684562, 3.67125e-06, -0.170216, 0.000303717
11651, 0, 0, 0, 0, 0, 0, 0, 0.516429, -0.682366, 3.91937e-06, -0.168133, 0.000303971
11661, 0, 0, 0, 0, 0, 0, 0, 0.516429, -0.680064, 4.16085e-06, -0.165937, 0.000304219
11671, 0, 0, 0, 0, 0, 0, 0, 0.516429, -0.677667, 4.39549e-06, -0.163635, 0.000304461
11680, 0, 0, 0, 0, 0, 0, 0, 0.516429, -0.675182, 4.62313e-06, -0.161238, 0.000304696
11691, 0, 0, 0, 0, 0, 0, 0, 0.478278, -0.672003, 4.84365e-06, -0.196904, 0.000304923
11701, 0, 0, 0, 0, 0, 0, 0, 0.487266, -0.668889, 5.05694e-06, -0.184737, 0.000305144
11711, 0, 0, 0, 0, 0, 0, 0, 0.516429, -0.666214, 5.26296e-06, -0.15246, 0.000305357
11720, 0, 0, 0, 0, 0, 0, 0, 0.516429, -0.663487, 5.46169e-06, -0.149785, 0.000305563
11730, 0, 0, 0, 0, 0, 0, 0, 0.469624, -0.659834, 5.65312e-06, -0.193864, 0.000305762
11741, 0, 0, 0, 0, 0, 0, 0, 0.516429, -0.657044, 5.83728e-06, -0.143405, 0.000305953
11751, 0, 0, 0, 0, 0, 0, 0, 0.516429, -0.654225, 6.01425e-06, -0.140615, 0.000306137
11761, 0, 0, 0, 0, 0, 0, 0, 0.52696, -0.651601, 6.18409e-06, -0.127264, 0.000306314
11770, 0, 0, 0, 0, 0, 0, 0, 0.516429, -0.648742, 6.34691e-06, -0.135172, 0.000306484
11781, 0, 0, 0, 0, 0, 0, 0, 0.516429, -0.645874, 6.50283e-06, -0.132313, 0.000306647
11791, 0, 0, 0, 0, 0, 0, 0, 0.561362, -0.644, 6.65199e-06, -0.0845114, 0.000306803
11801, 0, 0, 0, 0, 0, 0, 0, 0.516429, -0.64111, 6.79453e-06, -0.127571, 0.000306952
11810, 0, 0, 0, 0, 0, 0, 0, 0.516429, -0.63823, 6.93064e-06, -0.124681, 0.000307095
11821, 0, 0, 0, 0, 0, 0, 0, 0.516429, -0.635363, 7.06046e-06, -0.121801, 0.000307231
11831, 0, 0, 0, 0, 0, 0, 0, 0.516429, -0.632515, 7.1842e-06, -0.118934, 0.00030736
11841, 0, 0, 0, 0, 0, 0, 0, 0.516429, -0.62969, 7.30203e-06, -0.116086, 0.000307484
11850, 0, 0, 0, 0, 0, 0, 0, 0.516429, -0.626891, 7.41416e-06, -0.113261, 0.000307602
11860, 0, 0, 0, 0, 0, 0, 0, 0.516429, -0.624121, 7.52077e-06, -0.110462, 0.000307714
11871, 0, 0, 0, 0, 0, 0, 0, 0.478278, -0.620416, 7.62207e-06, -0.145843, 0.000307821
11881, 0, 0, 0, 0, 0, 0, 0, 0.516429, -0.617741, 7.71825e-06, -0.103987, 0.000307922
11890, 0, 0, 0, 0, 0, 0, 0, 0.52696, -0.615378, 7.80952e-06, -0.0907804, 0.000308018
11900, 0, 0, 0, 0, 0, 0, 0, 0.516429, -0.612773, 7.89608e-06, -0.0989485, 0.00030811
11911, 0, 0, 0, 0, 0, 0, 0, 0.52696, -0.610491, 7.97811e-06, -0.0858129, 0.000308196
11921, 0, 0, 0, 0, 0, 0, 0, 0.52696, -0.608248, 8.05583e-06, -0.0835308, 0.000308278
11931, 0, 0, 0, 0, 0, 0, 0, 0.516429, -0.60576, 8.1294e-06, -0.091819, 0.000308356
11940, 0, 0, 0, 0, 0, 0, 0, 0.487266, -0.602521, 8.19902e-06, -0.118494, 0.000308429
11951, 0, 0, 0, 0, 0, 0, 0, 0.516429, -0.60015, 8.26488e-06, -0.0860925, 0.000308499
11961, 0, 0, 0, 0, 0, 0, 0, 0.516429, -0.597826, 8.32714e-06, -0.0837207, 0.000308565
